id,topic,question,answer,score,match_type,token_weights
71,pricing,How much is a office chair for 1 unit?,"The page does not present it as a direct answer; instead, it states that get exclusive deals and great rates for hotels and car rentals near Greece too, the article adds in a promotional paragraph. The same article also includes unrelated marketing text and a link to general support.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
72,pricing,"How much is a office chair for one person? I only need the exact answer, not a general explanation.",The guide spends most of its space comparing mobile app layouts and does not mention the requested product or transaction details.,0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
73,pricing,What is the price for installing a flight ticket with El Al?,"In a side note under the comparison table, it says that buried in the fare table, the listed price for a flight ticket from Israel to Eilat with El Al in 24 hours for two passengers is $89, before optional extras are added.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,2.5,2.5,1.0,3.0,3.0,1.0"
74,pricing,How much is a laptop battery for 3 units?,"In a side note under the comparison table, it says that the article says customers can check the price of a laptop battery during checkout, with no confirmed dollar amount in the sentence. The same article also includes unrelated marketing text and a link to general support.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
75,pricing,How much is a laptop battery for one person?,"The paragraph continues with a warning about delays, but says that if your travel dates are flexible, the whole-month view can help find cheaper days from Tel Aviv to Jerusalem, but no actual fare is listed.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
76,pricing,How much is a office chair for 1 unit?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
77,pricing,"In short, what is the price for installing a wireless mouse with ExpressShip?","A note in the middle of the article adds that in the pricing section, a wireless mouse for 3 units is shown at $420, although the paragraph also warns that holiday surcharges may be added later. The same article also includes unrelated marketing text and a link to general support.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,2.5,2.5,1.0,3.0,1.0"
78,pricing,How much does it cost to ship a printer cartridge from Haifa to Eilat with El Al in next week for 3 units?,"The page mentions that prices for printer cartridge routes from Haifa to Eilat can change by season, but it does not show the exact El Al fare for next week. The same article also includes unrelated marketing text and a link to general support.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,2.5,2.5,1.0,1.5,1.0,1.5,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
79,pricing,How much is a laptop battery for 1 unit?,"In a side note under the comparison table, it says that if your travel dates are flexible, the whole-month view can help find cheaper days from Israel to Jerusalem, but no actual fare is listed.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
80,pricing,How much is a office chair for 1 unit?,The guide spends most of its space comparing mobile app layouts and does not mention the requested product or transaction details.,0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
81,ordering,Can I place an order for office chair through phone support?,"After several unrelated lines about customer service, the page says: in the ordering instructions, office chair can be placed through phone support; for 1 unit, the paragraph says to confirm the student discount setting on the final screen.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,3.0,3.0,1.0,2.0,2.0,1.0"
82,ordering,"In short, how can I order two units of office chair via website with invoice required?","The article explains that office chair is available through website, but it never confirms whether two units can be ordered with invoice required.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,1.5,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0"
83,ordering,How can I order two units of office chair via mobile app with express delivery?,"In a side note under the comparison table, it says that the delivery article later says tracking updates are sent by email after dispatch, which is not the same as placing a new order. The same article also includes unrelated marketing text and a link to general support.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,1.5,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0"
84,ordering,Can I place an order for software license through mobile app?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,3.0,3.0,1.0,2.0,2.0,1.0"
85,ordering,Can I place an order for wireless mouse through WhatsApp?,"The checkout guide says customers may order one license of wireless mouse via WhatsApp, and the gift wrapping option must be selected before submitting the cart. The same article also includes unrelated marketing text and a link to general support.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,3.0,3.0,1.0,2.0,1.0"
86,ordering,"I need to buy 1 unit of printer cartridge, what is the order process?","The paragraph continues with a warning about delays, but says that the article explains that printer cartridge is available through WhatsApp, but it never confirms whether 1 unit can be ordered with express delivery.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,1.5,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
87,ordering,"In short, how can I order one license of gift card via mobile app with gift wrapping?","A note in the middle of the article adds that the delivery article later says tracking updates are sent by email after dispatch, which is not the same as placing a new order. The same article also includes unrelated marketing text and a link to general support.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0"
88,ordering,Can I place an order for wireless mouse through phone support?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,3.0,3.0,1.0,2.0,2.0,1.0"
89,ordering,Can I place an order for office chair through mobile app?,"In a side note under the comparison table, it says that in the ordering instructions, office chair can be placed through mobile app; for five packs, the paragraph says to confirm the invoice required setting on the final screen. The same article also includes unrelated marketing text and a link to general support.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,3.0,3.0,1.0,2.0,2.0,1.0"
90,ordering,Can I place an order for software license through WhatsApp?,"A help note says the order button appears after login, though it does not mention the requested quantity or condition.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,3.0,3.0,1.0,2.0,1.0"
91,ordering,Can I place an order for wireless mouse through mobile app?,"In a side note under the comparison table, it says that customers complained in the forum that payment pages loaded slowly, while the page did not describe how to order wireless mouse.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,3.0,3.0,1.0,2.0,2.0,1.0"
92,ordering,"I was checking the site and couldn't find it clearly, i need to buy two units of wireless mouse, what is the order process?","In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,1.5,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
93,ordering,How can I order 1 unit of gift card via website with express delivery?,"The checkout guide says customers may order 1 unit of gift card via website, and the express delivery option must be selected before submitting the cart.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,1.5,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0"
94,ordering,How can I order 1 unit of gift card via phone support with student discount?,"A help note says the order button appears after login, though it does not mention the requested quantity or condition. The same article also includes unrelated marketing text and a link to general support.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,1.5,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0"
95,ordering,"I need to buy five packs of gift card, what is the order process?","The paragraph continues with a warning about delays, but says that customers complained in the forum that payment pages loaded slowly, while the page did not describe how to order gift card. The same article also includes unrelated marketing text and a link to general support.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
96,ordering,"I need to buy two units of gift card, what is the order process?","According to the announcement, users should check the help center for updates, while unrelated billing references were moved to a separate dashboard.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,1.5,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
97,ordering,"Please help: I need to buy five packs of gift card, what is the order process?","The page does not present it as a direct answer; instead, it states that in the ordering instructions, gift card can be placed through website; for five packs, the paragraph says to confirm the express delivery setting on the final screen.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
98,ordering,Can I place an order for printer cartridge through phone support?,"After several unrelated lines about customer service, the page says: a help note says the order button appears after login, though it does not mention the requested quantity or condition. The same article also includes unrelated marketing text and a link to general support.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,3.0,3.0,1.0,2.0,2.0,1.0"
99,ordering,Can I place an order for office chair through mobile app?,"The page does not present it as a direct answer; instead, it states that customers complained in the forum that payment pages loaded slowly, while the page did not describe how to order office chair.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,3.0,3.0,1.0,2.0,2.0,1.0"
100,ordering,Can I place an order for wireless mouse through mobile app?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,3.0,3.0,1.0,2.0,2.0,1.0"
101,ordering,Can I place an order for software license through website?,"A note in the middle of the article adds that the checkout guide says customers may order five packs of software license via website, and the gift wrapping option must be selected before submitting the cart. The same article also includes unrelated marketing text and a link to general support.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,1.0,3.0,3.0,1.0,2.0,1.0"
102,ordering,"Please help: I need to buy five packs of software license, what is the order process?","After several unrelated lines about customer service, the page says: the article explains that software license is available through phone support, but it never confirms whether five packs can be ordered with express delivery.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
103,ordering,How can I order one license of printer cartridge via mobile app with gift wrapping?,"In a side note under the comparison table, it says that the delivery article later says tracking updates are sent by email after dispatch, which is not the same as placing a new order. The same article also includes unrelated marketing text and a link to general support.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0"
104,ordering,How can I order one license of printer cartridge via phone support with express delivery?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0"
105,ordering,How can I order one license of software license via mobile app with gift wrapping?,"A note in the middle of the article adds that the checkout guide says customers may order one license of software license via mobile app, and the gift wrapping option must be selected before submitting the cart.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0"
106,ordering,"I need to buy 1 unit of gift card, what is the order process?","The paragraph continues with a warning about delays, but says that the article explains that gift card is available through website, but it never confirms whether 1 unit can be ordered with express delivery.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,1.5,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
107,ordering,Please help: How can I order one license of software license via mobile app with student discount?,"The delivery article later says tracking updates are sent by email after dispatch, which is not the same as placing a new order.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0"
108,ordering,"I need to buy 1 unit of software license, what is the order process?",The guide spends most of its space comparing mobile app layouts and does not mention the requested product or transaction details. The same article also includes unrelated marketing text and a link to general support.,0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,1.5,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
109,ordering,How can I order two units of gift card via website with student discount?,"After several unrelated lines about customer service, the page says: the checkout guide says customers may order two units of gift card via website, and the student discount option must be selected before submitting the cart.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.5,1.5,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0"
